"fDOY","CO2","CH4","PIECETAG","Volume","AmbT_C","Flag_CH4","Flag_CO2","CH4_notes","CO2_notes"
215.505,672.7678,2.057836,"41922B",0.00011829,29.37071,"Y","Y","",""
215.50505787037,673.5762,2.056887,"41922B",0.00011829,29.37792,"Y","Y","",""
215.505115740741,674.6139,2.057608,"41922B",0.00011829,29.38809,"Y","Y","",""
215.505162037037,675.711,2.058542,"41922B",0.00011829,29.39142,"Y","Y","",""
215.505219907407,676.4898,2.05827,"41922B",0.00011829,29.39739,"Y","Y","",""
215.505277777778,677.0504,2.057726,"41922B",0.00011829,29.39735,"Y","Y","",""
215.505335648148,678.2113,2.058176,"41922B",0.00011829,29.40278,"Y","Y","",""
215.505393518519,679.9813,2.058121,"41922B",0.00011829,29.40335,"Y","Y","",""
215.505451388889,680.8562,2.057913,"41922B",0.00011829,29.40108,"Y","Y","",""
215.505509259259,682.2736,2.059155,"41922B",0.00011829,29.40435,"Y","Y","",""
215.506631944444,425.8685,2.059687,"60223A",0.00011829,29.47783,"Y","Y","",""
215.506689814815,429.266,2.059059,"60223A",0.00011829,29.48311,"Y","Y","",""
215.506747685185,432.3043,2.059824,"60223A",0.00011829,29.48376,"Y","Y","",""
215.506805555556,435.2287,2.06042,"60223A",0.00011829,29.48559,"Y","Y","",""
215.506863425926,437.7385,2.059146,"60223A",0.00011829,29.4987,"Y","Y","",""
215.506921296296,440.39,2.059854,"60223A",0.00011829,29.50534,"Y","Y","",""
215.506979166667,443.056,2.060731,"60223A",0.00011829,29.51397,"Y","Y","",""
215.507037037037,444.8888,2.060533,"60223A",0.00011829,29.52297,"Y","Y","",""
215.507094907407,447.1833,2.059873,"60223A",0.00011829,29.52827,"Y","Y","",""
215.507141203704,449.4427,2.060772,"60223A",0.00011829,29.52538,"Y","Y","",""
215.507199074074,451.5454,2.060113,"60223A",0.00011829,29.52907,"Y","Y","",""
215.507256944444,453.4021,2.060911,"60223A",0.00011829,29.53159,"Y","Y","",""
215.507314814815,455.4162,2.060666,"60223A",0.00011829,29.53166,"Y","Y","",""
215.507372685185,457.0788,2.060237,"60223A",0.00011829,29.53185,"Y","Y","",""
215.507430555556,458.8705,2.059923,"60223A",0.00011829,29.53985,"Y","Y","",""
215.507488425926,460.8568,2.060932,"60223A",0.00011829,29.54084,"Y","Y","",""
215.507546296296,462.3512,2.06042,"60223A",0.00011829,29.54262,"Y","Y","",""
215.507592592593,464.0055,2.060215,"60223A",0.00011829,29.54854,"Y","Y","",""
215.507650462963,465.6099,2.059678,"60223A",0.00011829,29.55025,"Y","Y","",""
215.507708333333,467.4205,2.060673,"60223A",0.00011829,29.5529,"Y","Y","",""
215.507766203704,468.9036,2.060866,"60223A",0.00011829,29.55296,"Y","Y","",""
215.507824074074,470.0573,2.059913,"60223A",0.00011829,29.55833,"Y","Y","",""
215.507881944444,471.4638,2.060459,"60223A",0.00011829,29.56212,"Y","Y","",""
215.507939814815,472.6021,2.06027,"60223A",0.00011829,29.57291,"Y","Y","",""
215.507997685185,474.2134,2.059975,"60223A",0.00011829,29.57807,"Y","Y","",""
215.508055555556,475.6141,2.060557,"60223A",0.00011829,29.58392,"Y","Y","",""
215.508101851852,476.8733,2.059253,"60223A",0.00011829,29.58789,"Y","Y","",""
215.508159722222,478.517,2.060622,"60223A",0.00011829,29.5894,"Y","Y","",""
215.508217592593,479.6528,2.059773,"60223A",0.00011829,29.59482,"Y","Y","",""
215.508275462963,480.5297,2.060118,"60223A",0.00011829,29.5994,"Y","Y","",""
215.508333333333,481.8361,2.060953,"60223A",0.00011829,29.59899,"Y","Y","",""
215.508391203704,483.1207,2.06044,"60223A",0.00011829,29.60498,"Y","Y","",""
215.508449074074,484.5029,2.059384,"60223A",0.00011829,29.60703,"Y","Y","",""
215.508506944444,485.6068,2.059926,"60223A",0.00011829,29.61282,"Y","Y","",""
215.508564814815,486.6016,2.06054,"60223A",0.00011829,29.61808,"Y","Y","",""
215.508611111111,487.8505,2.05979,"60223A",0.00011829,29.62596,"Y","Y","",""
215.508668981481,489.1512,2.060894,"60223A",0.00011829,29.63765,"Y","Y","",""
215.508726851852,490.1378,2.059129,"60223A",0.00011829,29.64168,"Y","Y","",""
215.508784722222,491.0665,2.059894,"60223A",0.00011829,29.64348,"Y","Y","",""
215.508842592593,492.2127,2.059422,"60223A",0.00011829,29.65081,"Y","Y","",""
215.508900462963,493.4416,2.058905,"60223A",0.00011829,29.66286,"Y","Y","",""
215.508958333333,494.3563,2.059722,"60223A",0.00011829,29.66685,"Y","Y","",""
215.509016203704,495.3986,2.060187,"60223A",0.00011829,29.66958,"Y","Y","",""
215.5090625,496.298,2.059214,"60223A",0.00011829,29.67077,"Y","Y","",""
215.50912037037,497.1555,2.059183,"60223A",0.00011829,29.67557,"Y","Y","",""
215.509178240741,498.7134,2.0587,"60223A",0.00011829,29.68161,"Y","Y","",""
215.509236111111,499.9114,2.05966,"60223A",0.00011829,29.68558,"Y","Y","",""
215.509293981481,500.7684,2.059452,"60223A",0.00011829,29.68943,"Y","Y","",""
215.509351851852,501.9102,2.059734,"60223A",0.00011829,29.69485,"Y","Y","",""
215.509409722222,502.711,2.059194,"60223A",0.00011829,29.70114,"Y","Y","",""
215.509467592593,503.6481,2.059566,"60223A",0.00011829,29.70726,"Y","Y","",""
215.509525462963,504.3678,2.060043,"60223A",0.00011829,29.71265,"Y","Y","",""
215.509571759259,505.2723,2.059749,"60223A",0.00011829,29.71156,"Y","Y","",""
215.50962962963,506.3093,2.059113,"60223A",0.00011829,29.71773,"Y","Y","",""
215.5096875,507.1744,2.060164,"60223A",0.00011829,29.72414,"Y","Y","",""
215.51150462963,458.717,2.059288,"134046A",0.00011829,29.8734,"Y","Y","",""
215.511550925926,459.0079,2.060436,"134046A",0.00011829,29.87787,"Y","Y","",""
215.511608796296,459.8385,2.060391,"134046A",0.00011829,29.88296,"Y","Y","",""
215.511666666667,460.6339,2.060262,"134046A",0.00011829,29.88803,"Y","Y","",""
215.511724537037,461.5685,2.060831,"134046A",0.00011829,29.88915,"Y","Y","",""
215.511782407407,462.0836,2.060327,"134046A",0.00011829,29.8944,"Y","Y","",""
215.511840277778,462.9488,2.060082,"134046A",0.00011829,29.89377,"Y","Y","",""
215.511898148148,463.6383,2.060539,"134046A",0.00011829,29.90527,"Y","Y","",""
215.511956018519,464.3216,2.0609,"134046A",0.00011829,29.911,"Y","Y","",""
215.512002314815,465.243,2.061732,"134046A",0.00011829,29.91072,"Y","Y","",""
215.512060185185,465.9492,2.061442,"134046A",0.00011829,29.91877,"Y","Y","",""
215.512118055556,466.3467,2.061268,"134046A",0.00011829,29.92193,"Y","Y","",""
215.512175925926,467.1638,2.060685,"134046A",0.00011829,29.92414,"Y","Y","",""
215.512233796296,467.7467,2.060651,"134046A",0.00011829,29.92661,"Y","Y","",""
215.512291666667,468.1883,2.061437,"134046A",0.00011829,29.9305,"Y","Y","",""
215.512349537037,468.5615,2.061894,"134046A",0.00011829,29.93562,"Y","Y","",""
215.512407407407,468.8926,2.060864,"134046A",0.00011829,29.93947,"Y","Y","",""
215.512465277778,469.0128,2.061048,"134046A",0.00011829,29.94192,"Y","Y","",""
215.512511574074,469.4189,2.060376,"134046A",0.00011829,29.94418,"Y","Y","",""
215.512569444444,469.9508,2.060886,"134046A",0.00011829,29.9471,"Y","Y","",""
215.512627314815,470.2967,2.061223,"134046A",0.00011829,29.9562,"Y","Y","",""
215.512685185185,470.7359,2.060178,"134046A",0.00011829,29.96287,"Y","Y","",""
215.512743055556,471.1263,2.060895,"134046A",0.00011829,29.9669,"Y","Y","",""
215.512800925926,471.9574,2.060663,"134046A",0.00011829,29.97002,"Y","Y","",""
215.512858796296,471.915,2.061138,"134046A",0.00011829,29.97076,"Y","Y","",""
215.512916666667,472.1625,2.06126,"134046A",0.00011829,29.9803,"Y","Y","",""
215.512974537037,472.4622,2.060956,"134046A",0.00011829,29.98581,"Y","Y","",""
215.513020833333,472.82,2.061219,"134046A",0.00011829,29.99299,"Y","Y","",""
215.513078703704,473.302,2.061101,"134046A",0.00011829,30.00328,"Y","Y","",""
215.513136574074,473.7246,2.06124,"134046A",0.00011829,30.00661,"Y","Y","",""
215.513194444444,473.9207,2.061686,"134046A",0.00011829,30.00753,"Y","Y","",""
215.513252314815,474.8903,2.061492,"134046A",0.00011829,30.00957,"Y","Y","",""
215.513310185185,475.5572,2.061462,"134046A",0.00011829,30.01732,"Y","Y","",""
215.513368055556,475.6706,2.061083,"134046A",0.00011829,30.02252,"Y","Y","",""
215.513425925926,475.41,2.061226,"134046A",0.00011829,30.02436,"Y","Y","",""
215.513472222222,475.7922,2.061398,"134046A",0.00011829,30.02933,"Y","Y","",""
215.513530092593,476.0554,2.06144,"134046A",0.00011829,30.03198,"Y","Y","",""
215.513587962963,476.2257,2.061652,"134046A",0.00011829,30.03008,"Y","Y","",""
215.513645833333,476.5975,2.063145,"134046A",0.00011829,30.03485,"Y","Y","",""
215.513703703704,477.2224,2.062308,"134046A",0.00011829,30.03748,"Y","Y","",""
215.513761574074,477.5718,2.062509,"134046A",0.00011829,30.03813,"Y","Y","",""
215.513819444444,477.8926,2.061353,"134046A",0.00011829,30.04091,"Y","Y","",""
215.513877314815,478.0196,2.06302,"134046A",0.00011829,30.04172,"Y","Y","",""
215.513935185185,478.3823,2.062191,"134046A",0.00011829,30.04812,"Y","Y","",""
215.513981481481,478.6021,2.062095,"134046A",0.00011829,30.05378,"Y","Y","",""
215.514039351852,478.4437,2.062857,"134046A",0.00011829,30.0528,"Y","Y","",""
215.514097222222,478.6291,2.062205,"134046A",0.00011829,30.05383,"Y","Y","",""
215.514155092593,479.0052,2.062454,"134046A",0.00011829,30.05688,"Y","Y","",""
215.514212962963,479.3789,2.061856,"134046A",0.00011829,30.06403,"Y","Y","",""
215.514270833333,479.547,2.061849,"134046A",0.00011829,30.0712,"Y","Y","",""
215.514328703704,479.893,2.062234,"134046A",0.00011829,30.07343,"Y","Y","",""
215.514386574074,480.1726,2.062081,"134046A",0.00011829,30.07642,"Y","Y","",""
215.514444444444,480.559,2.06123,"134046A",0.00011829,30.078,"Y","Y","",""
215.514490740741,480.5246,2.061854,"134046A",0.00011829,30.08342,"Y","Y","",""
215.514548611111,480.7542,2.061819,"134046A",0.00011829,30.08268,"Y","Y","",""
215.51494212963,452.5002,2.054429,"90920A",0.00011829,30.10159,"Y","Y","",""
215.515,458.6282,2.05435,"90920A",0.00011829,30.10301,"Y","Y","",""
215.51505787037,464.1313,2.054953,"90920A",0.00011829,30.1069,"Y","Y","",""
215.515115740741,469.6795,2.055841,"90920A",0.00011829,30.10453,"Y","Y","",""
215.515173611111,474.8571,2.056729,"90920A",0.00011829,30.10949,"Y","Y","",""
215.515231481481,479.6868,2.056655,"90920A",0.00011829,30.11498,"Y","Y","",""
215.515289351852,484.5602,2.057165,"90920A",0.00011829,30.11817,"Y","Y","",""
215.515347222222,488.4093,2.057651,"90920A",0.00011829,30.12115,"Y","Y","",""
215.515405092593,492.539,2.058426,"90920A",0.00011829,30.12824,"Y","Y","",""
215.515451388889,496.6244,2.05903,"90920A",0.00011829,30.13127,"Y","Y","",""
215.515509259259,500.9199,2.058354,"90920A",0.00011829,30.13761,"Y","Y","",""
215.51556712963,504.8609,2.058916,"90920A",0.00011829,30.14461,"Y","Y","",""
215.515625,508.6922,2.059286,"90920A",0.00011829,30.14775,"Y","Y","",""
215.51568287037,511.8718,2.05894,"90920A",0.00011829,30.15446,"Y","Y","",""
215.515740740741,515.27,2.058939,"90920A",0.00011829,30.15707,"Y","Y","",""
215.515798611111,519.0758,2.060747,"90920A",0.00011829,30.1667,"Y","Y","",""
215.515856481481,523.0584,2.060633,"90920A",0.00011829,30.17479,"Y","Y","",""
215.515914351852,526.3235,2.060894,"90920A",0.00011829,30.18588,"Y","Y","",""
215.515960648148,528.8143,2.061107,"90920A",0.00011829,30.1894,"Y","Y","",""
215.516018518519,532.4783,2.061908,"90920A",0.00011829,30.19806,"Y","Y","",""
215.516076388889,535.7761,2.061518,"90920A",0.00011829,30.20695,"Y","Y","",""
215.516134259259,539.0602,2.062512,"90920A",0.00011829,30.21376,"Y","Y","",""
215.51619212963,542.6785,2.061672,"90920A",0.00011829,30.22009,"Y","Y","",""
215.51625,545.7666,2.062659,"90920A",0.00011829,30.22238,"Y","Y","",""
215.51630787037,548.7685,2.061077,"90920A",0.00011829,30.22613,"Y","Y","",""
215.516365740741,551.7373,2.062839,"90920A",0.00011829,30.23065,"Y","Y","",""
215.516423611111,554.9223,2.061865,"90920A",0.00011829,30.24077,"Y","Y","",""
215.516469907407,558.6693,2.063637,"90920A",0.00011829,30.24684,"Y","Y","",""
215.516527777778,562.0367,2.062545,"90920A",0.00011829,30.24706,"Y","Y","",""
215.516585648148,564.8305,2.063105,"90920A",0.00011829,30.25249,"Y","Y","",""
215.516643518519,567.969,2.064566,"90920A",0.00011829,30.24884,"Y","Y","",""
215.516701388889,571.1434,2.063301,"90920A",0.00011829,30.24932,"Y","Y","",""
215.516759259259,573.6034,2.063577,"90920A",0.00011829,30.25022,"Y","Y","",""
215.51681712963,576.4282,2.06408,"90920A",0.00011829,30.24967,"Y","Y","",""
215.516875,579.2228,2.063637,"90920A",0.00011829,30.24975,"Y","Y","",""
215.516921296296,582.0074,2.065035,"90920A",0.00011829,30.25358,"Y","Y","",""
215.516979166667,585.2058,2.064794,"90920A",0.00011829,30.25557,"Y","Y","",""
215.517037037037,588.2241,2.065297,"90920A",0.00011829,30.26597,"Y","Y","",""
215.517094907407,591.1322,2.064416,"90920A",0.00011829,30.26766,"Y","Y","",""
215.517152777778,593.9843,2.06525,"90920A",0.00011829,30.26861,"Y","Y","",""
215.517210648148,596.7669,2.065587,"90920A",0.00011829,30.26819,"Y","Y","",""
215.517268518519,599.5034,2.065786,"90920A",0.00011829,30.26638,"Y","Y","",""
215.517326388889,602.2986,2.065647,"90920A",0.00011829,30.27549,"Y","Y","",""
215.517384259259,605.2598,2.066132,"90920A",0.00011829,30.28307,"Y","Y","",""
215.517430555556,607.8431,2.06604,"90920A",0.00011829,30.28548,"Y","Y","",""
215.517488425926,610.2844,2.066143,"90920A",0.00011829,30.29062,"Y","Y","",""
215.517546296296,613.1131,2.065975,"90920A",0.00011829,30.29614,"Y","Y","",""
215.517604166667,615.6069,2.065522,"90920A",0.00011829,30.30053,"Y","Y","",""
215.517662037037,618.4626,2.065705,"90920A",0.00011829,30.3066,"Y","Y","",""
215.517719907407,620.9961,2.065071,"90920A",0.00011829,30.31355,"Y","Y","",""
215.517777777778,623.381,2.065192,"90920A",0.00011829,30.32262,"Y","Y","",""
215.517835648148,626.137,2.065809,"90920A",0.00011829,30.32553,"Y","Y","",""
215.517893518519,628.5932,2.065753,"90920A",0.00011829,30.3256,"Y","Y","",""
215.517939814815,630.9399,2.066192,"90920A",0.00011829,30.32813,"Y","Y","",""
215.517997685185,633.8153,2.065215,"90920A",0.00011829,30.3297,"Y","Y","",""
215.518055555556,636.2037,2.06625,"90920A",0.00011829,30.33268,"Y","Y","",""
215.519131944444,463.1288,2.093034,"131163B",0.00011829,30.45037,"Y","Y","",""
215.519189814815,466.3686,2.097115,"131163B",0.00011829,30.4536,"Y","Y","",""
215.519247685185,469.1894,2.100277,"131163B",0.00011829,30.45131,"Y","Y","",""
215.519305555556,471.8225,2.103607,"131163B",0.00011829,30.45296,"Y","Y","",""
215.519363425926,474.2894,2.106531,"131163B",0.00011829,30.45243,"Y","Y","",""
215.519409722222,476.5576,2.109154,"131163B",0.00011829,30.46329,"Y","Y","",""
215.519467592593,478.9695,2.110971,"131163B",0.00011829,30.47257,"Y","Y","",""
215.519525462963,481.2159,2.113231,"131163B",0.00011829,30.47907,"Y","Y","",""
215.519583333333,483.2017,2.116512,"131163B",0.00011829,30.48261,"Y","Y","",""
215.519641203704,485.0847,2.118472,"131163B",0.00011829,30.48432,"Y","Y","",""
215.519699074074,487.0825,2.121618,"131163B",0.00011829,30.48275,"Y","Y","",""
215.519756944444,488.6998,2.122307,"131163B",0.00011829,30.48421,"Y","Y","",""
215.519814814815,490.5887,2.125399,"131163B",0.00011829,30.48681,"Y","Y","",""
215.519861111111,492.229,2.127465,"131163B",0.00011829,30.48789,"Y","Y","",""
215.519918981481,493.8921,2.128855,"131163B",0.00011829,30.48796,"Y","Y","",""
215.519976851852,495.4444,2.131069,"131163B",0.00011829,30.49333,"Y","Y","",""
215.520034722222,497.4769,2.13403,"131163B",0.00011829,30.50261,"Y","Y","",""
215.520092592593,498.7381,2.134874,"131163B",0.00011829,30.50552,"Y","Y","",""
215.520150462963,499.9689,2.136864,"131163B",0.00011829,30.50842,"Y","Y","",""
215.520208333333,501.5751,2.137542,"131163B",0.00011829,30.50815,"Y","Y","",""
215.520266203704,503.0521,2.138785,"131163B",0.00011829,30.50913,"Y","Y","",""
215.520324074074,504.15,2.14097,"131163B",0.00011829,30.50882,"Y","Y","",""
215.52037037037,505.5448,2.142471,"131163B",0.00011829,30.51227,"Y","Y","",""
215.520428240741,506.7985,2.143896,"131163B",0.00011829,30.50919,"Y","Y","",""
215.520486111111,508.0767,2.145521,"131163B",0.00011829,30.51017,"Y","Y","",""
215.520543981481,509.1672,2.145446,"131163B",0.00011829,30.51753,"Y","Y","",""
215.520601851852,510.5594,2.147336,"131163B",0.00011829,30.52372,"Y","Y","",""
215.520659722222,511.505,2.149556,"131163B",0.00011829,30.52478,"Y","Y","",""
215.520717592593,512.9042,2.150479,"131163B",0.00011829,30.52479,"Y","Y","",""
215.520775462963,514.0299,2.151828,"131163B",0.00011829,30.52571,"Y","Y","",""
215.520833333333,514.9497,2.153351,"131163B",0.00011829,30.53473,"Y","Y","",""
215.52087962963,516.1719,2.154575,"131163B",0.00011829,30.53573,"Y","Y","",""
215.5209375,517.4838,2.155617,"131163B",0.00011829,30.53578,"Y","Y","",""
215.52099537037,518.4741,2.157005,"131163B",0.00011829,30.54509,"Y","Y","",""
215.521053240741,519.6516,2.158035,"131163B",0.00011829,30.54865,"Y","Y","",""
215.521111111111,520.4507,2.158794,"131163B",0.00011829,30.5502,"Y","Y","",""
215.521168981481,521.4762,2.160094,"131163B",0.00011829,30.55516,"Y","Y","",""
215.521226851852,522.2895,2.161042,"131163B",0.00011829,30.56325,"Y","Y","",""
215.521284722222,523.1705,2.161923,"131163B",0.00011829,30.56432,"Y","Y","",""
215.521331018519,524.1222,2.163202,"131163B",0.00011829,30.56626,"Y","Y","",""
215.521388888889,525.0662,2.163699,"131163B",0.00011829,30.56916,"Y","Y","",""
215.521446759259,526.0521,2.165242,"131163B",0.00011829,30.57011,"Y","Y","",""
215.52150462963,526.878,2.165836,"131163B",0.00011829,30.56605,"Y","Y","",""
215.5215625,527.9309,2.167254,"131163B",0.00011829,30.56791,"Y","Y","",""
215.52162037037,528.8997,2.16782,"131163B",0.00011829,30.57239,"Y","Y","",""
215.521678240741,529.8625,2.170109,"131163B",0.00011829,30.56821,"Y","Y","",""
215.521736111111,530.7781,2.171082,"131163B",0.00011829,30.56559,"Y","Y","",""
215.521793981481,531.594,2.172116,"131163B",0.00011829,30.56943,"Y","Y","",""
215.521840277778,532.5707,2.172788,"131163B",0.00011829,30.568,"Y","Y","",""
215.521898148148,533.7184,2.175468,"131163B",0.00011829,30.57239,"Y","Y","",""
215.521956018519,534.4386,2.175115,"131163B",0.00011829,30.57044,"Y","Y","",""
215.522013888889,535.1597,2.175986,"131163B",0.00011829,30.57605,"Y","Y","",""
215.522071759259,535.8793,2.176392,"131163B",0.00011829,30.58087,"Y","Y","",""
215.52212962963,536.8645,2.17772,"131163B",0.00011829,30.5833,"Y","Y","",""
215.5221875,537.4791,2.177027,"131163B",0.00011829,30.58334,"Y","Y","",""
215.522581018519,396.4305,2.036982,"150265A",0.00011829,30.59693,"Y","Y","",""
215.522638888889,393.2435,2.031729,"150265A",0.00011829,30.59855,"Y","Y","",""
215.522696759259,394.4629,2.030439,"150265A",0.00011829,30.59745,"Y","Y","",""
215.52275462963,392.1027,2.03136,"150265A",0.00011829,30.59794,"Y","Y","",""
215.522800925926,397.2934,2.030358,"150265A",0.00011829,30.60088,"Y","Y","",""
215.522858796296,494.9658,2.030264,"150265A",0.00011829,30.59692,"Y","Y","",""
215.522916666667,583.2024,2.03005,"150265A",0.00011829,30.59702,"Y","Y","",""
215.522974537037,620.9397,2.030382,"150265A",0.00011829,30.59918,"Y","Y","",""
215.523032407407,645.8192,2.030938,"150265A",0.00011829,30.59787,"Y","Y","",""
215.523090277778,667.7242,2.030438,"150265A",0.00011829,30.59944,"Y","Y","",""
215.523148148148,687.2031,2.031259,"150265A",0.00011829,30.60352,"Y","Y","",""
215.523206018519,703.4592,2.030385,"150265A",0.00011829,30.60447,"Y","Y","",""
215.523263888889,718.2559,2.030413,"150265A",0.00011829,30.60842,"Y","Y","",""
215.523310185185,731.8675,2.030764,"150265A",0.00011829,30.61108,"Y","Y","",""
215.523368055556,744.4594,2.031072,"150265A",0.00011829,30.61085,"Y","Y","",""
215.523425925926,756.5268,2.030563,"150265A",0.00011829,30.61096,"Y","Y","",""
215.523483796296,767.4682,2.030322,"150265A",0.00011829,30.61586,"Y","Y","",""
215.523541666667,777.7695,2.030242,"150265A",0.00011829,30.61934,"Y","Y","",""
215.523599537037,787.8125,2.030772,"150265A",0.00011829,30.61692,"Y","Y","",""
215.523657407407,797.1917,2.030179,"150265A",0.00011829,30.62514,"Y","Y","",""
215.523715277778,806.4428,2.029727,"150265A",0.00011829,30.63124,"Y","Y","",""
215.523773148148,814.9197,2.030159,"150265A",0.00011829,30.63484,"Y","Y","",""
215.523819444444,823.2563,2.029805,"150265A",0.00011829,30.63666,"Y","Y","",""
215.523877314815,831.5139,2.031127,"150265A",0.00011829,30.64029,"Y","Y","",""
215.523935185185,839.4559,2.030989,"150265A",0.00011829,30.64801,"Y","Y","",""
215.523993055556,847.1577,2.031264,"150265A",0.00011829,30.64757,"Y","Y","",""
215.524050925926,854.3597,2.031252,"150265A",0.00011829,30.64614,"Y","Y","",""
215.524108796296,861.8577,2.030976,"150265A",0.00011829,30.65253,"Y","Y","",""
215.524166666667,868.8667,2.031419,"150265A",0.00011829,30.65406,"Y","Y","",""
215.524224537037,876.3544,2.031453,"150265A",0.00011829,30.66269,"Y","Y","",""
215.524282407407,883.2387,2.032043,"150265A",0.00011829,30.66069,"Y","Y","",""
215.524328703704,889.5157,2.031731,"150265A",0.00011829,30.65702,"Y","Y","",""
215.524386574074,896.2693,2.032255,"150265A",0.00011829,30.6577,"Y","Y","",""
215.524444444444,903.2836,2.032111,"150265A",0.00011829,30.65062,"Y","Y","",""
215.524502314815,909.5616,2.03217,"150265A",0.00011829,30.65377,"Y","Y","",""
215.524560185185,916.0811,2.032954,"150265A",0.00011829,30.65824,"Y","Y","",""
215.524618055556,922.773,2.033762,"150265A",0.00011829,30.65674,"Y","Y","",""
215.524675925926,928.8462,2.032954,"150265A",0.00011829,30.65915,"Y","Y","",""
215.524733796296,934.8581,2.033564,"150265A",0.00011829,30.66195,"Y","Y","",""
215.524780092593,940.6589,2.033328,"150265A",0.00011829,30.65692,"Y","Y","",""
215.524837962963,947.0531,2.033009,"150265A",0.00011829,30.65822,"Y","Y","",""
215.524895833333,952.9512,2.032627,"150265A",0.00011829,30.66405,"Y","Y","",""
215.524953703704,959.0332,2.032989,"150265A",0.00011829,30.66925,"Y","Y","",""
215.525011574074,964.5398,2.032183,"150265A",0.00011829,30.66862,"Y","Y","",""
215.525069444444,970.2453,2.03315,"150265A",0.00011829,30.67144,"Y","Y","",""
215.525127314815,976.1998,2.032471,"150265A",0.00011829,30.67265,"Y","Y","",""
215.525185185185,981.864,2.032996,"150265A",0.00011829,30.66947,"Y","Y","",""
